Facility_ID,Reception_Room(s),Consultation_Room(s),Dressing_Room(s),Ward_Room(s),Injection_Room(s),Observation_Room(s),Remarks,Patient_Beds,Deliery_Beds,Baby_Cots,Ambulances,Cars,Motorcycles,Other_Transport,Sterilazation_and_Infection_Control,Means_of_Transport_to_Referral_Point,Distance_to_Referral_Point,Challanges/Remarks_to_Referral_Point,Other_Source_of_Energy,Other_Mobile_Networks,Other_Source_of_Water,Toilet_Remarks,Other_Waste_Management
105832-0,1,1,1,Not set,Not set,Not set,Not set,1,1,Not set,Not set,Not set,Not set,Not set,Not set,ambulance from District Hospital,Not set,rough road,Not set,TTCL,Not set,Not set,Not set
105833-8,1,Not set,1,Not set,Not set,Not set,Not set,Not set,1,Not set,1,1,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105834-6,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105835-3,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105836-1,Not set,1,Not set,Not set,Not set,1,Not set,2,1,Not set,Not set,Not set,Not set,PRIVATE MEANS,PRIVATE MEANS,Private Cars/ambulance from District Hospital,38km,Rough Road,Not set,HALOTEL,Not set,Not set,Not set
111738-1,Not set,1,Not set,Not set,Not set,Not set,Not set,2,Not set,Not set,Not set,Not set,Not set,Not set,,walking then public transport,15,Steep mountains,Not set,Not set,open spring,Not set,Not set
105840-3,Not set,1,1,Not set,Not set,1,Not set,2,1,Not set,Not set,Not set,1,Not set,,Shunya Ambulance,Not set,Not set,Not set,Not set,Not set,Not set,Not set
109847-4,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105841-1,1,1,1,Not set,Not set,1,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,CALL VEHICLES FROM DISTRICT HOSPITAL,25KM,Rough Road,Not set,Not set,Not set,Not set,Not set
110028-8,Not set,1,Not set,Not set,Not set,Not set,Not set,2,1,Not set,Not set,Not set,Not set,Bicycle,Bicycle,District Ambulance,57km,inseculity,Not set,Hallotel,Not set,Not set,Not set
105843-7,1,1,1,Not set,Not set,Not set,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105845-2,1,1,1,Not set,Not set,1,Not set,1,1,Not set,Not set,Not set,Not set,Not set,0,Ambulance from district public,12 KM,Not set,Kerosine Gas for vaccine refregderator,Not set,Not set,Not set,Dust bins
105846-0,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105847-8,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105848-6,1,1,1,Not set,Not set,Not set,Not set,1,2,Not set,Not set,Not set,Not set,Not set,,Ambulance,40 km,Not set,Not set,Not set,Not set,Not set,Not set
109485-3,1,1,1,1,Not set,1,Not set,2,Not set,Not set,Not set,Not set,Not set,motor vehicle,motor vehicle,motor vehicle,20,Not set,Not set,Halotel,Not set,Not set,Not set
105850-2,1,1,1,1,Not set,Not set,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,kerosene lamp,Not set,Not set,Not set,Not set
112184-7,Not set,1,1,1,Not set,Not set,Not set,2,1,Not set,Not set,Not set,Not set,Not set,,Not set,5KM,Not set,Not set,Not set,Not set,Not set,Not set
105853-6,1,1,1,Not set,Not set,Not set,Not set,3,1,Not set,Not set,Not set,Not set,Not set,,USAFIRI WA GARI,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105854-4,Not set,1,Not set,Not set,Not set,Not set,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
108584-4,1,1,1,Not set,Not set,1,Not set,4,2,Not set,Not set,Not set,Not set,Not set,,From DMO(sometimens self (private),20 KM,MEAS OF TRANSTORT DURING ANY TIME,Not set,Not set,Not set,Not set,Not set
105857-7,1,1,1,Not set,Not set,Not set,Not set,2,1,Not set,Not set,Not set,Not set,Not set,,ambulance from District Hospital,Not set,road unpasseble during rain season,Not set,TTCL,Not set,Not set,Not set
105858-5,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105859-3,1,1,Not set,Not set,Not set,Not set,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,By road,25 Km,Impassable road during rain season,Not set,Not set,Not set,Not set,Not set
105860-1,1,1,1,Not set,Not set,1,Not set,1,1,Not set,Not set,Not set,Not set,Not set,0,Ambulance from district private,22KM,Not set,Kerosine Gas for vaccine refregderator Charcoal,Not set,Not set,Not set,Dust bins
108878-0,1,1,1,Not set,Not set,Not set,Not set,2,1,Not set,Not set,Not set,Not set,Not set,,ambulance from District Hospital,Not set,road unpasseble during rain season,Not set,Not set,Not set,Not set,Not set
105862-7,1,1,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
108881-4,1,1,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,,ambulance from District Hospital,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105863-5,1,1,1,1,Not set,1,Not set,7,1,Not set,Not set,Not set,Not set,Not set,,AMBULANCE,70KM,Not set,Not set,HALOTEL,Not set,Not set,Not set
113876-7,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105864-3,Not set,1,Not set,Not set,Not set,Not set,Not set,1,2,1,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,kerosene,Not set,Not set,Not set,Not set
105865-0,1,2,1,3,Not set,1,Not set,14,2,Not set,Not set,1,1,Not set,,Ambulance private car,32km,Long distance.,Not set,Not set,Not set,Not set,Not set
105867-6,Not set,1,1,Not set,Not set,1,Not set,2,Not set,Not set,Not set,Not set,Not set,Private means,Private means,Private means/ambulance from District Hospital,86KMS,ROUGH ROAD TO REFFERAL POINT,HURRICAN LAMP,halotel.,Not set,Not set,Not set
105868-4,1,1,1,2,Not set,1,Not set,4,1,Not set,Not set,Not set,Not set,BYSCLE,BYSCLE,AMBULANCE from the near health centre,25km,Not set,Not set,HALOTEL,Not set,Not set,Not set
105870-0,Not set,1,1,Not set,Not set,Not set,Not set,4,2,Not set,Not set,Not set,Not set,PRIVATE MEANS/ Ambulance from Distric Hospital,PRIVATE MEANS/ Ambulance from Distric Hospital,Private Cars/ambulance from District Hospital,28KM,Rough Road,Not set,HALOTEL,Not set,Not set,Not set
105872-6,1,2,1,3,Not set,Not set,Not set,Not set,2,Not set,1,Not set,Not set,Not set,,BY CAR,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105871-8,Not set,1,Not set,Not set,Not set,Not set,Not set,2,1,1,Not set,Not set,Not set,Private means,Private means,Private cars/Ambulance from Igunga HospitalPrivate cars,30,Rough Road,Not set,HALOTEL,Not set,Not set,Not set
109821-9,1,1,1,Not set,Not set,Not set,Not set,2,Not set,Not set,Not set,Not set,Not set,Not set,,ambulance from District Hospital,34km,rough road,Not set,Not set,Not set,Not set,Not set
105873-4,1,1,Not set,Not set,Not set,Not set,Not set,4,Not set,Not set,Not set,Not set,Not set,Not set,0,AMBULANCE FROM MBARIKA H/C,Not set,Not set,Not set,Not set,Not set,Not set,Not set
109213-9,1,7,2,6,Not set,1,NILL,192,6,Not set,1,1,Not set,Not set,,Ambulance,112 Km,Poor communication networks,Not set,Not set,Not set,Not set,Not set
105876-7,1,1,1,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113111-9,1,1,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,,Not set,1.5,Not set,Not set,Not set,Not set,NOT ENOUGH,Not set
105877-5,1,1,1,Not set,Not set,Not set,Not set,2,1,Not set,Not set,Not set,Not set,Not set,,ambulance from District Hospital,7km,rough road,Not set,Not set,Not set,Not set,Not set
105878-3,1,1,Not set,Not set,Not set,Not set,Not set,2,1,Not set,Not set,Not set,Not set,Not set,0,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105879-1,1,1,Not set,Not set,Not set,1,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,,AMBULANCE FROM MISUNGWI DC,15KM,COST OF CALLING AMBULANCE,Not set,Not set,Not set,Not set,Not set
105882-5,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105883-3,1,Not set,1,Not set,Not set,1,Not set,2,1,Not set,Not set,Not set,Not set,Not set,,Ambulance,56,Not set,Not set,Not set,Not set,Not set,Not set
105884-1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,CAR,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105885-8,1,1,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105886-6,Not set,1,1,1,Not set,1,Not set,5,2,Not set,1,Not set,Not set,Not set,0,vehicle/motorcycle,65kms,the road is rough such and there is only one easy route to reach the facility which becomes rough at some periods of the year,Not set,Halotel,No specific source of water,Not set,Not set
105887-4,1,1,1,Not set,Not set,Not set,Not set,2,1,Not set,Not set,Not set,Not set,Not set,,By road,25 Km,Impasable road during rain seasion,Not set,Not set,Not set,Not set,Not set
105889-0,Not set,Not set,Not set,Not set,Not set,1,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,kerosin lamp,Not set,Not set,Not set,Not set
111468-5,Not set,1,1,Not set,Not set,Not set,No enough rooms,Not set,1,Not set,Not set,Not set,2,Not set,,None,60 km,Patients uses the Public transport to reach referral Facility,Not set,Halotel,H/Futilizes water by sharing unprotected well with the community,Not set,Not set
105891-6,Not set,1,Not set,Not set,Not set,Not set,Not set,3,1,Not set,Not set,Not set,1,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105892-4,Not set,1,1,Not set,Not set,1,Not set,6,Not set,Not set,Not set,Not set,Not set,Not set,,BY CAR,Not set,Not set,Not set,Not set,DAM,Not set,Not set
108778-2,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,42km,Not set,Not set,Not set,Not set,Not set,Not set
105899-9,1,2,1,Not set,1,Not set,Nil,2,1,Not set,Not set,Not set,Not set,Bicycle,Bicycle,Ambulance from Mlandizi HC,15km,Rough Road,Not set,Not set,Not set,Not set,Not set
105895-7,1,1,Not set,Not set,Not set,Not set,Not set,5,1,Not set,Not set,Not set,Not set,Not set,0,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105896-5,Not set,1,1,Not set,Not set,1,Not set,1,Not set,Not set,Not set,Not set,1,Not set,,cars,1km,Not set,Not set,Not set,Not set,Not set,Not set
105897-3,2,1,1,3,Not set,1,Not set,6,2,Not set,Not set,1,Not set,Not set,,Private car transport.,4km,Not set,Not set,Not set,Not set,Not set,Not set
105898-1,1,1,1,1,Not set,1,Not set,8,2,Not set,Not set,Not set,Not set,Not set,,Ambulance from district hospital,Not set,Not set,Not set,Halotel,Not set,Not set,Not set
105900-5,Not set,1,1,Not set,Not set,Not set,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,,Not set,8km,Not set,Not set,Not set,Not set,Not set,Not set
105901-3,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
110839-8,1,1,1,Not set,Not set,2,Not set,2,Not set,Not set,Not set,Not set,Not set,Not set,,Self Refferal,15km,Not set,Not set,Not set,Not set,Not set,Not set
111591-4,1,2,1,7,Not set,1,Not set,18,1,1,Not set,2,Not set,Not set,,Car,3km,Not set,Not set,Not set,Not set,Not set,Not set
105902-1,2,6,1,11,Not set,Not set,Not set,24,2,2,1,Not set,Not set,Not set,,Ambulance while patients are contributing for fuel,5km,patients are rigid to be transered,Not set,Not set,Not set,Not set,Not set
105903-9,2,1,1,3,Not set,2,Not set,10,3,Not set,Not set,Not set,Not set,Not set,,car,30 km,Not set,Not set,Not set,Not set,Not set,Not set
105905-4,1,8,1,8,Not set,1,Not set,450,5,Not set,2,2,Not set,Not set,,Ambulance,6 Kms to Muhimbili national hospital,Trafic jam,Not set,Not set,Not set,Not set,Not set
112136-7,1,2,1,Not set,Not set,1,Not set,2,1,Not set,Not set,Not set,Not set,Not set,,District Ambulance,48km,Rough Road,Not set,Hallotel,Not set,Not set,Not set
105908-8,Not set,1,1,Not set,Not set,Not set,Not set,3,Not set,Not set,Not set,Not set,Not set,Not set,,No means of transport to the referal areaPrivate transport is the option used,17,No even public transport near dispensarypatient with family are responsible for the means of referal,Not set,No good acces of internet and communication -hard to reach,Not set,Toilets are oly 1 compare to the population covered,Not set
101680-7,Not set,1,1,Not set,Not set,Not set,Not set,1,2,Not set,Not set,Not set,Not set,Not set,,By road,40 KM,Not set,Not set,Not set,Not set,Not set,Not set
105910-4,Not set,1,Not set,Not set,Not set,Not set,Not set,10,2,Not set,Not set,Not set,Not set,Not set,,Ambulance,Not set,Not set,TANESCO,Not set,Not set,Not set,Not set
105913-8,2,2,1,2,Not set,Not set,Not set,22,1,Not set,1,Not set,2,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105914-6,1,1,1,Not set,Not set,Not set,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105915-3,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
109823-5,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105916-1,1,1,1,Not set,Not set,Not set,No enough room,2,Not set,Not set,Not set,Not set,Not set,No enough,No enough,public/Amnbulance from HC,7 km,Bad load,No,No,No,No,No
109739-3,Not set,1,1,Not set,Not set,1,Not set,8,Not set,Not set,Not set,Not set,Not set,Not set,,BY CAR,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105923-7,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
110444-7,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105928-6,Not set,1,Not set,Not set,Not set,1,Not set,2,1,Not set,Not set,Not set,Not set,Not set,,BY CAR,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105929-4,1,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Bycles,Bycles,Not set,30 Km,Impasable road during rain seasion,Not set,Not set,Not set,Not set,Not set
105917-9,Not set,1,Not set,Not set,Not set,Not set,Needs rehabilitation,Not set,1,Not set,Not set,Not set,Not set,Not set,,District Ambulance,27km,Rough road,Not set,Hallotel,Not set,Not set,Not set
113295-0,1,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,On contract with Mlandizi HC
105919-5,1,2,1,3,Not set,1,Not set,18,2,Not set,1,Not set,Not set,Not set,,Ambulance from Mwanga H/Clth centre,20 kms,Mountain areas,Solar power,Not set,Not set,Not set,Not set
105920-3,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105921-1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
111453-7,1,1,1,Not set,Not set,5,Not set,6,Not set,Not set,Not set,Not set,Not set,Not set,,None,500mts,Not set,Not set,Halotel,Not set,Not set,In agreement with Mlandizi HC for Incineration service
105922-9,Not set,1,Not set,Not set,Not set,2,Not set,10,Not set,Not set,Not set,1,Not set,Not set,,Not set,Not set,1 KM,Not set,Not set,Not set,Not set,Not set
105924-5,1,1,Not set,1,Not set,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,No any means of transport,No any means of transport,Hire,38,Roads are impassable especially during rain seasons,Not set,Not set,Not set,Not set,Not set
105925-2,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112933-7,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112742-2,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113325-5,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113886-6,1,1,1,1,1,1,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,motor cycles,49km,No transport,Not set,Not set,Not set,Not set,Not set
105927-8,1,1,1,Not set,Not set,1,NIL,Not set,1,1,1,Not set,1,PUBLIC,PUBLIC,ambulance from district,Not set,rough road,NIL,HOLTEL,Not set,NIL,Not set
105930-2,Not set,1,1,Not set,Not set,1,Not set,3,1,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,DAM,Not set,Not set
105931-0,1,4,1,3,Not set,1,well,34,2,2,1,Not set,1,Not set,,Public transport and DMO's office ambulance,56KM,Rough road,Not set,Not set,Not set,well,Not set
105932-8,1,1,Not set,Not set,Not set,Not set,Not set,2,1,Not set,Not set,Not set,Not set,Not set,,ambulance from District Hospital,Not set,road unpasseble during rain season,Not set,Not set,Not set,Not set,Not set
105933-6,1,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Tochi,Not set,Kisima,Not set,Not set
105934-4,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105935-1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105936-9,1,Not set,1,Not set,Not set,Not set,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,kerosin lamp,Not set,Not set,Not set,Not set
