Facility_ID,Type of Infrastructure,Value
112363-7,Waste_Management,Burning Chamber
112363-7,Waste_Management,Burning Pit
112363-7,Waste_Management,Placenta Pit
101886-0,Waste_Management,Not set
101887-8,Waste_Management,Incinerator
101887-8,Waste_Management,Placenta Pit
101888-6,Waste_Management,Burning Pit
101889-4,Waste_Management,Burning Pit
101889-4,Waste_Management,Placenta Pit
101890-2,Waste_Management,Burning Pit
101891-0,Waste_Management,Burning Pit
101892-8,Waste_Management,Burning Chamber
112117-7,Waste_Management,Incinerator
112117-7,Waste_Management,Placenta Pit
101894-4,Waste_Management,Not set
101895-1,Waste_Management,Burning Pit
108489-6,Waste_Management,Incinerator
111213-5,Waste_Management,Not set
101897-7,Waste_Management,Burning Pit
111455-2,Waste_Management,Burning Pit
111455-2,Waste_Management,Placenta Pit
101899-3,Waste_Management,Incinerator
101899-3,Waste_Management,Burning Chamber
101900-9,Waste_Management,Incinerator
101901-7,Waste_Management,Incinerator
101903-3,Waste_Management,Burning Pit
101902-5,Waste_Management,Burning Chamber
101904-1,Waste_Management,Burning Pit
113186-1,Waste_Management,Not set
101905-8,Waste_Management,Burning Pit
101905-8,Waste_Management,Placenta Pit
110855-4,Waste_Management,Burning Pit
101906-6,Waste_Management,Burning Pit
101907-4,Waste_Management,Placenta Pit
112837-0,Waste_Management,Incinerator
101909-0,Waste_Management,Burning Pit
101909-0,Waste_Management,Placenta Pit
101910-8,Waste_Management,Burning Pit
101910-8,Waste_Management,Placenta Pit
101911-6,Waste_Management,Burning Pit
109489-5,Waste_Management,Burning Pit
109489-5,Waste_Management,Placenta Pit
101912-4,Waste_Management,Not set
112820-6,Waste_Management,Burning Chamber
101913-2,Waste_Management,Incinerator
101913-2,Waste_Management,Placenta Pit
101914-0,Waste_Management,Burning Pit
111936-1,Waste_Management,Burning Pit
101917-3,Waste_Management,Burning Pit
101468-7,Waste_Management,Incinerator
101919-9,Waste_Management,Not set
101921-5,Waste_Management,Incinerator
101921-5,Waste_Management,Placenta Pit
101920-7,Waste_Management,Incinerator
101922-3,Waste_Management,Incinerator
101922-3,Waste_Management,Placenta Pit
101923-1,Waste_Management,Incinerator
101923-1,Waste_Management,Placenta Pit
101924-9,Waste_Management,Burning Pit
101925-6,Waste_Management,Burning Pit
101926-4,Waste_Management,Burning Pit
101927-2,Waste_Management,Burning Pit
101930-6,Waste_Management,Burning Pit
101931-4,Waste_Management,Incinerator
101931-4,Waste_Management,Burning Pit
101932-2,Waste_Management,Burning Pit
101932-2,Waste_Management,Placenta Pit
101933-0,Waste_Management,Burning Chamber
101933-0,Waste_Management,Placenta Pit
101934-8,Waste_Management,Burning Pit
101934-8,Waste_Management,Placenta Pit
110903-2,Waste_Management,Not set
101935-5,Waste_Management,Burning Chamber
101935-5,Waste_Management,Burning Pit
101935-5,Waste_Management,Placenta Pit
111496-6,Waste_Management,Incinerator
101936-3,Waste_Management,Incinerator
101937-1,Waste_Management,Burning Pit
101937-1,Waste_Management,Placenta Pit
101938-9,Waste_Management,Burning Pit
101939-7,Waste_Management,Incinerator
101939-7,Waste_Management,Placenta Pit
101941-3,Waste_Management,Burning Pit
101940-5,Waste_Management,Incinerator
101940-5,Waste_Management,Burning Pit
112185-4,Waste_Management,Placenta Pit
101944-7,Waste_Management,Burning Pit
101945-4,Waste_Management,Burning Pit
101947-0,Waste_Management,Burning Pit
101948-8,Waste_Management,Incinerator
101948-8,Waste_Management,Placenta Pit
101950-4,Waste_Management,Not set
101951-2,Waste_Management,Burning Pit
101952-0,Waste_Management,Incinerator
101952-0,Waste_Management,Burning Pit
101952-0,Waste_Management,Placenta Pit
101953-8,Waste_Management,Not set
101954-6,Waste_Management,Burning Pit
101954-6,Waste_Management,Placenta Pit
101955-3,Waste_Management,Incinerator
101955-3,Waste_Management,Placenta Pit
110265-6,Waste_Management,Incinerator
110265-6,Waste_Management,Burning Pit
101956-1,Waste_Management,Incinerator
101956-1,Waste_Management,Placenta Pit
101958-7,Waste_Management,Not set
101959-5,Waste_Management,Burning Pit
109602-3,Waste_Management,Incinerator
109602-3,Waste_Management,Burning Pit
101961-1,Waste_Management,Burning Pit
101961-1,Waste_Management,Placenta Pit
101962-9,Waste_Management,Burning Pit
111526-0,Waste_Management,Not set
101964-5,Waste_Management,Incinerator
101965-2,Waste_Management,Burning Pit
101965-2,Waste_Management,Placenta Pit
111337-2,Waste_Management,Not set
101966-0,Waste_Management,Incinerator
101969-4,Waste_Management,Not set
101970-2,Waste_Management,Burning Pit
101971-0,Waste_Management,Incinerator
101972-8,Waste_Management,Burning Chamber
101972-8,Waste_Management,Burning Pit
101972-8,Waste_Management,Placenta Pit
110875-2,Waste_Management,Burning Pit
110875-2,Waste_Management,Placenta Pit
101973-6,Waste_Management,Burning Pit
101974-4,Waste_Management,Burning Chamber
109915-9,Waste_Management,Not set
109668-4,Waste_Management,Burning Pit
101977-7,Waste_Management,Incinerator
101977-7,Waste_Management,Burning Chamber
101977-7,Waste_Management,Burning Pit
101977-7,Waste_Management,Placenta Pit
101976-9,Waste_Management,Burning Pit
101980-1,Waste_Management,Incinerator
113019-4,Waste_Management,Burning Pit
113019-4,Waste_Management,Placenta Pit
113731-4,Waste_Management,Not set
101463-8,Waste_Management,Not set
101462-0,Waste_Management,Incinerator
101982-7,Waste_Management,Incinerator
101982-7,Waste_Management,Placenta Pit
113733-0,Waste_Management,Not set
113677-9,Waste_Management,Not set
101983-5,Waste_Management,Incinerator
101983-5,Waste_Management,Burning Pit
101983-5,Waste_Management,Placenta Pit
101984-3,Waste_Management,Incinerator
101984-3,Waste_Management,Burning Pit
101985-0,Waste_Management,Burning Pit
101986-8,Waste_Management,Burning Pit
109446-5,Waste_Management,Burning Pit
101988-4,Waste_Management,Incinerator
101988-4,Waste_Management,Burning Pit
101989-2,Waste_Management,Incinerator
101989-2,Waste_Management,Placenta Pit
101990-0,Waste_Management,Burning Pit
113798-3,Waste_Management,Not set
101992-6,Waste_Management,Burning Pit
101992-6,Waste_Management,Placenta Pit
101993-4,Waste_Management,Not set
101995-9,Waste_Management,Burning Chamber
101995-9,Waste_Management,Burning Pit
101996-7,Waste_Management,Burning Pit
101996-7,Waste_Management,Placenta Pit
101997-5,Waste_Management,Burning Pit
101998-3,Waste_Management,Burning Chamber
101998-3,Waste_Management,Burning Pit
101998-3,Waste_Management,Placenta Pit
101999-1,Waste_Management,Incinerator
101999-1,Waste_Management,Placenta Pit
109645-2,Waste_Management,Burning Chamber
102000-7,Waste_Management,Burning Pit
102000-7,Waste_Management,Placenta Pit
102001-5,Waste_Management,Burning Chamber
102001-5,Waste_Management,Burning Pit
102002-3,Waste_Management,Placenta Pit
112814-9,Waste_Management,Burning Pit
112601-0,Waste_Management,Burning Chamber
102003-1,Waste_Management,Burning Pit
111569-0,Waste_Management,Not set
102004-9,Waste_Management,Incinerator
102004-9,Waste_Management,Placenta Pit
102005-6,Waste_Management,Not set
102007-2,Waste_Management,Incinerator
102007-2,Waste_Management,Placenta Pit
102008-0,Waste_Management,Burning Pit
102008-0,Waste_Management,Placenta Pit
102010-6,Waste_Management,Incinerator
102010-6,Waste_Management,Placenta Pit
102011-4,Waste_Management,Incinerator
102012-2,Waste_Management,Incinerator
112223-3,Waste_Management,Not set
102014-8,Waste_Management,Incinerator
102014-8,Waste_Management,Burning Pit
102014-8,Waste_Management,Placenta Pit
113590-4,Waste_Management,Not set
102016-3,Waste_Management,Burning Pit
102017-1,Waste_Management,Burning Chamber
102017-1,Waste_Management,Placenta Pit
102018-9,Waste_Management,Incinerator
102018-9,Waste_Management,Placenta Pit
102019-7,Waste_Management,Burning Pit
109441-6,Waste_Management,Burning Pit
102021-3,Waste_Management,Incinerator
102021-3,Waste_Management,Placenta Pit
102022-1,Waste_Management,Burning Pit
102022-1,Waste_Management,Placenta Pit
108654-5,Waste_Management,Burning Pit
102023-9,Waste_Management,Not set
102025-4,Waste_Management,Burning Pit
109951-4,Waste_Management,Not set
108876-4,Waste_Management,Incinerator
108876-4,Waste_Management,Burning Pit
102027-0,Waste_Management,Burning Pit
102028-8,Waste_Management,Burning Pit
102028-8,Waste_Management,Placenta Pit
102030-4,Waste_Management,Incinerator
102030-4,Waste_Management,Burning Pit
102029-6,Waste_Management,Placenta Pit
102031-2,Waste_Management,Incinerator
102032-0,Waste_Management,Burning Pit
102032-0,Waste_Management,Placenta Pit
102033-8,Waste_Management,Burning Chamber
102033-8,Waste_Management,Placenta Pit
102034-6,Waste_Management,Burning Chamber
102034-6,Waste_Management,Burning Pit
102035-3,Waste_Management,Not set
102036-1,Waste_Management,Burning Pit
102036-1,Waste_Management,Placenta Pit
102037-9,Waste_Management,Burning Pit
102037-9,Waste_Management,Placenta Pit
111578-1,Waste_Management,Burning Chamber
111578-1,Waste_Management,Burning Pit
111578-1,Waste_Management,Placenta Pit
102038-7,Waste_Management,Incinerator
102038-7,Waste_Management,Placenta Pit
109577-7,Waste_Management,Burning Pit
102039-5,Waste_Management,Not set
102041-1,Waste_Management,Incinerator
102041-1,Waste_Management,Placenta Pit
109388-9,Waste_Management,Not set
102042-9,Waste_Management,Incinerator
102042-9,Waste_Management,Burning Pit
102042-9,Waste_Management,Placenta Pit
102044-5,Waste_Management,Burning Pit
102045-2,Waste_Management,Incinerator
110990-9,Waste_Management,Burning Pit
110990-9,Waste_Management,Placenta Pit
102047-8,Waste_Management,Incinerator
102047-8,Waste_Management,Placenta Pit
112175-5,Waste_Management,Burning Pit
110805-9,Waste_Management,Not set
102048-6,Waste_Management,Burning Chamber
102049-4,Waste_Management,Burning Pit
102049-4,Waste_Management,Placenta Pit
102050-2,Waste_Management,Burning Chamber
102050-2,Waste_Management,Placenta Pit
110961-0,Waste_Management,Incinerator
110961-0,Waste_Management,Placenta Pit
102051-0,Waste_Management,Incinerator
102051-0,Waste_Management,Burning Chamber
102051-0,Waste_Management,Burning Pit
102051-0,Waste_Management,Placenta Pit
102052-8,Waste_Management,Incinerator
102052-8,Waste_Management,Placenta Pit
102053-6,Waste_Management,Incinerator
102053-6,Waste_Management,Burning Chamber
102053-6,Waste_Management,Placenta Pit
102054-4,Waste_Management,Burning Pit
102055-1,Waste_Management,Burning Pit
110081-7,Waste_Management,Incinerator
110081-7,Waste_Management,Burning Pit
110081-7,Waste_Management,Placenta Pit
102056-9,Waste_Management,Burning Chamber
102056-9,Waste_Management,Burning Pit
102056-9,Waste_Management,Placenta Pit
111504-7,Waste_Management,Incinerator
111504-7,Waste_Management,Placenta Pit
102058-5,Waste_Management,Incinerator
102058-5,Waste_Management,Burning Pit
102059-3,Waste_Management,Burning Pit
102059-3,Waste_Management,Placenta Pit
102060-1,Waste_Management,Incinerator
102061-9,Waste_Management,Burning Pit
102063-5,Waste_Management,Incinerator
102063-5,Waste_Management,Burning Chamber
102063-5,Waste_Management,Burning Pit
103878-5,Waste_Management,Incinerator
103878-5,Waste_Management,Burning Chamber
112216-7,Waste_Management,Not set
102065-0,Waste_Management,Not set
102066-8,Waste_Management,Incinerator
107824-5,Waste_Management,Burning Chamber
102068-4,Waste_Management,Not set
102069-2,Waste_Management,Incinerator
113323-0,Waste_Management,Not set
102070-0,Waste_Management,Not set
112385-0,Waste_Management,Burning Chamber
102071-8,Waste_Management,Burning Pit
102071-8,Waste_Management,Placenta Pit
111836-3,Waste_Management,Incinerator
111836-3,Waste_Management,Burning Chamber
111585-6,Waste_Management,Incinerator
111585-6,Waste_Management,Placenta Pit
112305-8,Waste_Management,Incinerator
112305-8,Waste_Management,Placenta Pit
102073-4,Waste_Management,Incinerator
102073-4,Waste_Management,Placenta Pit
102074-2,Waste_Management,Burning Pit
102075-9,Waste_Management,Burning Pit
110926-3,Waste_Management,Not set
112831-3,Waste_Management,Not set
102076-7,Waste_Management,Burning Pit
102076-7,Waste_Management,Placenta Pit
110739-0,Waste_Management,Burning Chamber
111177-2,Waste_Management,Burning Chamber
111177-2,Waste_Management,Burning Pit
113368-5,Waste_Management,Not set
113385-9,Waste_Management,Not set
112859-4,Waste_Management,Others
112215-9,Waste_Management,Incinerator
102079-1,Waste_Management,Burning Pit
104298-5,Waste_Management,Burning Pit
113246-3,Waste_Management,Burning Chamber
102080-9,Waste_Management,Incinerator
113523-5,Waste_Management,Burning Chamber
112942-8,Waste_Management,Not set
111937-9,Waste_Management,Incinerator
111937-9,Waste_Management,Placenta Pit
113254-7,Waste_Management,Incinerator
102081-7,Waste_Management,Incinerator
102081-7,Waste_Management,Burning Pit
102081-7,Waste_Management,Placenta Pit
102082-5,Waste_Management,Incinerator
102083-3,Waste_Management,Incinerator
102083-3,Waste_Management,Placenta Pit
113379-2,Waste_Management,Not set
113215-8,Waste_Management,Not set
102084-1,Waste_Management,Incinerator
102084-1,Waste_Management,Burning Pit
102084-1,Waste_Management,Placenta Pit
102085-8,Waste_Management,Incinerator
102085-8,Waste_Management,Burning Pit
102088-2,Waste_Management,Incinerator
102088-2,Waste_Management,Burning Pit
102089-0,Waste_Management,Burning Pit
112844-6,Waste_Management,Not set
111387-7,Waste_Management,Others
112045-0,Waste_Management,Not set
105176-2,Waste_Management,Incinerator
105176-2,Waste_Management,Burning Pit
105176-2,Waste_Management,Placenta Pit
111491-7,Waste_Management,Burning Chamber
113778-5,Waste_Management,Incinerator
111449-5,Waste_Management,Not set
102087-4,Waste_Management,Burning Pit
102095-7,Waste_Management,Not set
111844-7,Waste_Management,Burning Chamber
111844-7,Waste_Management,Others
102097-3,Waste_Management,Burning Pit
111122-8,Waste_Management,Incinerator
111122-8,Waste_Management,Placenta Pit
112340-5,Waste_Management,Incinerator
112340-5,Waste_Management,Placenta Pit
109636-1,Waste_Management,Incinerator
102098-1,Waste_Management,Not set
102099-9,Waste_Management,Burning Chamber
102099-9,Waste_Management,Burning Pit
102099-9,Waste_Management,Placenta Pit
102100-5,Waste_Management,Incinerator
102100-5,Waste_Management,Burning Pit
102100-5,Waste_Management,Placenta Pit
113158-0,Waste_Management,Others
110302-7,Waste_Management,Not set
112952-7,Waste_Management,Incinerator
102102-1,Waste_Management,Burning Chamber
112649-9,Waste_Management,Not set
102103-9,Waste_Management,Incinerator
110775-4,Waste_Management,Incinerator
112646-5,Waste_Management,Not set
111447-9,Waste_Management,Incinerator
102064-3,Waste_Management,Incinerator
102104-7,Waste_Management,Incinerator
102105-4,Waste_Management,Incinerator
102105-4,Waste_Management,Burning Pit
102105-4,Waste_Management,Placenta Pit
113524-3,Waste_Management,Burning Chamber
113284-4,Waste_Management,Others
112320-7,Waste_Management,Burning Chamber
112320-7,Waste_Management,Others
102106-2,Waste_Management,Incinerator
102106-2,Waste_Management,Burning Chamber
102106-2,Waste_Management,Placenta Pit
102108-8,Waste_Management,Incinerator
102108-8,Waste_Management,Burning Pit
102109-6,Waste_Management,Not set
102113-8,Waste_Management,Burning Pit
104112-8,Waste_Management,Incinerator
104112-8,Waste_Management,Burning Pit
102117-9,Waste_Management,Not set
103323-2,Waste_Management,Burning Chamber
110656-6,Waste_Management,Incinerator
111383-6,Waste_Management,Burning Chamber
112825-5,Waste_Management,Burning Chamber
102120-3,Waste_Management,Incinerator
102121-1,Waste_Management,Not set
108552-1,Waste_Management,Incinerator
108552-1,Waste_Management,Burning Chamber
108552-1,Waste_Management,Burning Pit
102123-7,Waste_Management,Incinerator
102123-7,Waste_Management,Burning Pit
102123-7,Waste_Management,Placenta Pit
111517-9,Waste_Management,Incinerator
111517-9,Waste_Management,Burning Pit
112719-0,Waste_Management,Not set
111741-5,Waste_Management,Incinerator
111741-5,Waste_Management,Burning Pit
111741-5,Waste_Management,Placenta Pit
102126-0,Waste_Management,Incinerator
102126-0,Waste_Management,Burning Chamber
102126-0,Waste_Management,Placenta Pit
109456-4,Waste_Management,Incinerator
109456-4,Waste_Management,Placenta Pit
110087-4,Waste_Management,Incinerator
102128-6,Waste_Management,Incinerator
102128-6,Waste_Management,Placenta Pit
102131-0,Waste_Management,Not set
113320-6,Waste_Management,Not set
111511-2,Waste_Management,Incinerator
111511-2,Waste_Management,Placenta Pit
102132-8,Waste_Management,Incinerator
102133-6,Waste_Management,Incinerator
102133-6,Waste_Management,Burning Pit
110261-5,Waste_Management,Incinerator
110261-5,Waste_Management,Burning Pit
110261-5,Waste_Management,Placenta Pit
