Facility_ID,Facility Name,Ward,Village/Street,Facility Type,Operating Status,Ownership,Latitude,Longitude,Facility_Zone,Facility_Region,Facility_District,Facility_Council,Facility_Location,Common_Facility_Name,Registration_ID,CTC_ID,MTUHA_Code,MSD_ID,Facility_Type,Facility_Ownership,Facility_Operating_Status,Facility_Registration_Status,Location_Description,Waypoint_Number,Altitude(Meters),Service_Areas(Villages),Catchment_Population,Date_Opened/Inaugurated/Upgraded,Year,Postal_Address,Postal_Code,Official_Phone_#,Official_Fax_#,Official_Email,Facility_In-Charge_Name,Facility_In-Charge_Cadre,Website
108758-4,Nyamnyusi,Nyamnyusi,Nyamnyusi,Dispensary,Operating,Public - LGA,-4.53159,30.259079,Western Zone,Kigoma,Kasulu,Kasulu DC,Near by Primary School,Zahanati ya Nyamnyusi,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Near by Primary School,Nyamnyusi Dispensary,1213,Nyamnyusi,Not set,11 07 2013,2010,Box 54,Not set,Not set,Not set,Not set,Thobias Sigweso,ACO,Not set
106742-0,Nyamoli,Simbo,Nyamuli,Dispensary,Operating,Public - LGA,-4.961959,29.772884,Western Zone,Kigoma,Uvinza,Uvinza DC,Not set,Zahanati ya Nyamoli,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Not set,Not set,Not set,955,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
106743-8,Nyamongo,Kemambo,Kewanja,Dispensary,Operating,Public - LGA,-1.48633,34.5524,Lake Zone,Mara,Tarime,Tarime DC,Not set,NYAMONGO,30469,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,3,1250,3,Not set,Not set,Not set,16 TARIME,Not set,Not set,Not set,Not set,MOKOA SAMWEL,CO,Not set
106744-6,Nyamongo,Hananasif,Hananasif,Dispensary,Closed,Private - For Profit,-6.796159,39.264482,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,"it is where MICO Mkwajuni is, same building",Nyamongo Clinic,Not set,Not set,Not set,Not set,Dispensary,Private - For Profit,Closed,Not set,"it is where MICO Mkwajuni is, same building",355,30,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
106745-3,Nyampande,Nyampande,Nyampande,Dispensary,Operating,Public - LGA,-2.70499,32.75906,Lake Zone,Mwanza,Sengerema,Sengerema DC,Not set,Nyampande Dispensary,30391,Not set,Not set,30391,Dispensary,Public - LGA,Operating,Registered,Not set,7,1257,3,2000,30 08 2001,13,Box 175 Sengerema,Not set,769225562,Not set,Not set,Vicent F Josephat,Clinical Assistant,Not set
106746-1,Nyamswa,Gambosi,Nyamswa,Dispensary,Operating,Public - LGA,-2.6445,33.80844,Western Zone,Simiyu,Bariadi,Bariadi DC,Not set,NYAMSWA,Not set,Not set,24-06-023,MZ520124,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,1211,nyamswa,3636,Not set,2015,109 Baridi,Not set,Not set,Not set,Not set,Ambonisiye Beni,Ennolled nurse,Not set
106747-9,Nyamtelela,Katunguru,Nyamtelela,Dispensary,Operating,Public - LGA,-2.53359,32.69322,Lake Zone,Mwanza,Sengerema,Sengerema DC,Not set,Nyamtelela Dispensary,35623,Not set,60,35623,Dispensary,Public - LGA,Operating,Registered,Not set,35,1196,1,5240,28 08 2008,6,175 sengerema,Not set,2.55769E+11,Not set,Not set,Deusdedith S Tungaraza,Clinical Officer,Not set
109648-6,Nyamtondo,Kaseme,Not set,Dispensary,Closed,Private - Faith based organization (FBO),-3.12998,31.96602,Lake Zone,Geita,Geita,Geita DC,Not set,Nyamalulu,Not set,Not set,Not set,Not set,Dispensary,Private - Faith based organization (FBO),Closed,Registered,Not set,Not set,1244,"Nyamtondo, Nyamalulu A, Nyamalulu B, Magenge",Not set,Not set,Not set,"P.BOX 178, GEITA",Not set,Not set,Not set,Not set,Peter Mataba,CA,Not set
106748-7,Nyamtukuza,Nyamtukuza,Nyamtukuza,Dispensary,Operating,Public - LGA,-2.87712,30.95584,Western Zone,Kigoma,Kakonko,Kakonko DC,Not set,Nyamtukuza Dispensary,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,1350,1,5159,02 05 1975,Not set,"Box 6, Kakonko",Not set,Not set,Not set,Not set,ABdallah Magembe,S/N/A,Not set
106717-2,Nyamugali,Nyamugali,Nyamugali,Dispensary,Operating,Public - LGA,-4.36932,29.97372,Western Zone,Kigoma,Buhigwe,Buhigwe DC,Near by Nyamgali Primary School,Zahanati ya Nyamgali,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Near by Nyamgali Primary School,Nyamugary Dispensary,1376,Nyamgali Buhimanyi,Not set,06 09 2013,Not set,Box 54,Not set,Not set,Not set,Not set,Danford Msunzu,CO,Not set
113011-1,Nyamuhuma,Katubuka,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,-4.88868,29.64821,Western Zone,Kigoma,Kigoma,Kigoma Ujiji MC,Not set,Not set,PHL-C/KGM/AUT/08,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
106750-3,Nyamusi,Goribe,Nyamusi,Dispensary,Operating,Public - LGA,-1.15792,34.2617,Lake Zone,Mara,Rorya,Rorya DC,Not set,Nyamusi,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,Not set,Nyamusi,2445,19 06 2017,2017,P.o.box 250-Tarime,Not set,Not set,Not set,Not set,EVALINE OGOLA,ANO,Not set
106751-1,Nyamwaga,Nyamwaga,Nyamwaga,Dispensary,Operating,Public - LGA,-1.39433,34.5774,Lake Zone,Mara,Tarime,Tarime DC,POLICE STATION,NYAMWAGA,106751-1,20-01-0111,287,MZ520860,Dispensary,Public - LGA,Operating,Registered,POLICE STATION,3,1618,"NYAMWAGA,KOMARERA,KIMUSI,GWITARE,KEISANGORA",18900,Not set,2005,16 TARIME,Not set,Not set,Not set,Not set,GONZAGA GONZA,MEDICAL DOCTOR,Not set
111507-0,Nyamwilolelwa,Nyamwilolelwa,Nungwe,Dispensary,Operating,Public - LGA,-2.8062,32.00722,Lake Zone,Geita,Geita,Geita DC,Karibu na Mgusu,Nyamwilolelwa,Not set,Not set,Not set,MZ520861,Dispensary,Public - LGA,Operating,Registered,Karibu na Mgusu,Not set,1150,"Nungwe, saragurwa, Nyamwilolelwa",26301,30 06 2006,2006,"P.O.BOX 139, GEITA",255,225 282 520 061,028-2520061,info@geitadc.go.tz,Furaha Nasson,CO,Not set
106754-5,Nyamwilolelwa,Ilemela,Ilemela,Dispensary,Operating,Public - LGA,-2.43587,32.9519,Lake Zone,Mwanza,Ilemela,Ilemela MC,Not set,Nyamwilolelwa,Not set,Not set,19037,M30922,Dispensary,Public - LGA,Operating,Registered,Not set,Nyamwilolelwa,1247,Not set,Not set,Not set,1952,735 Ilemela,Not set,Not set,Not set,Not set,Dennis Ndutta,Clinical Officer,Not set
112503-8,Nyamwimbe,Mlanzi,Nyamwimbe,Dispensary,Operating,Public - LGA,-7.723559,39.06628,Eastern Zone,Pwani,Rufiji,Kibiti DC,Not set,Nyamwimbe,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,92,Nyamwimbe,1206,01 07 2018,2018,33 KIBITI,Not set,Not set,Not set,Not set,Willy Adson Kaswiga,Clinical Assistant,Not set
106773-5,Nyan'goro,Nyang'oro,Nyang'oro,Dispensary,Operating,Public - LGA,-7.42443,35.80457,Southern Highlands Zone,Iringa,Iringa,Iringa DC,Not set,Nyang'oro,Not set,11-06-0174,110121,IR520132,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,1247,Nyang'oro,1247,12 03 2010,2010,108 Iringa,Not set,262702828,2701776,dmo.iringadc@yahoo.com,Clement Mkuchu,Clinical officer,Not set
106756-0,Nyanchabakenye,Kisumwa,Nyanchabakenye,Dispensary,Operating,Public - LGA,-1.45746,34.1217,Lake Zone,Mara,Rorya,Rorya DC,Within Nyanchabakenye village,Nyanchabakenye Dispensary,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Within Nyanchabakenye village,Not set,Not set,4,Not set,17 04 1975,1975,Not set,Not set,Not set,Not set,Not set,Jubilee Mgeta,Not set,Not set
106757-8,Nyanchenche,Kagunga,Nyanchenche,Dispensary,Operating,Public - LGA,-2.829381,32.639641,Lake Zone,Mwanza,Sengerema,Sengerema DC,Not set,Nanchenche Dispensary,Not set,Not set,Not set,30387,Dispensary,Public - LGA,Operating,Registered,Not set,14,1187,2,3420,16 07 1995,19,P.O.BOX 175 SENGEREMA,Not set,255 752 174 333,Not set,Not set,Zebida Mbeba,Clinical Assistant,Not set
106759-4,Nyandekwa,Nyandekwa,Nyandekwa,Dispensary,Operating,Public - LGA,-4.24653,33.5128,Western Zone,Tabora,Igunga,Igunga DC,Near Nyandekwa P/school,Nyandekwa Dispensary,Not set,14-02-0158,Not set,TB 520356,Dispensary,Public - LGA,Operating,Registered,Near Nyandekwa P/school,Not set,1193,"Nyandekwa, Mwabubele, Mwamilu",Not set,11 08 2008,2008,Box 3,Not set,Not set,Not set,Not set,Nyamizi Kasanga,Clinical Officer,Not set
106761-0,Nyandira,Tchenzema,Nyandira,Dispensary,Operating,Public - LGA,-7.08426,37.578,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
106768-5,Nyang'holongo,Nanda,Nyang'holongo,Dispensary,Operating,Public - LGA,-3.4125,32.057,Lake Zone,Geita,Mbogwe,Mbogwe DC,Nyangholongo village,Nyangholongo,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Nyangholongo village,9,1197,Nyangholongo,Not set,01 07 2004,2004,Box 4. Mbogwe,Not set,Not set,Not set,Not set,Donatus Tungu,Clinical Officer,Not set
106769-3,Nyang'homango,Ilujamate,Nyangh'omango,Dispensary,Operating,Public - LGA,-3.01248,32.8225,Lake Zone,Mwanza,Misungwi,Misungwi DC,Not set,Nyang'homango,Not set,Not set,1907032,M30368,Dispensary,Public - LGA,Operating,Registered,Not set,Nyang'homango,1178,2,Not set,17 07 1990,Not set,BOX 08,Not set,Not set,Not set,Not set,MARIAM EMMANUEL,Assistant Clinical Officer,Not set
106770-1,Nyang'hwale,Nyang'hwale,Nyang'hwale,Health Center,Operating,Public - LGA,-3.06086,32.57894,Lake Zone,Geita,Nyang'hwale,Nyang'hwale DC,Not set,Nyang'hwale,Not set,Not set,Not set,MZ5101110,Health Center,Public - LGA,Operating,Registered,Not set,Not set,1214,"NYANG'HWALE, IBAMBILA, KASEME, NYAKASWI, IHUSHI, BUJURA, NYABULANDA",14848,28 09 1954,1954,Ded Nyang'hwale,352,Not set,Not set,Not set,DR SOMBE,Medical Officer,Not set
110870-3,Nyang'ombe,Bwisya,Nyang'ombe,Dispensary,Pending Operation - Under Construction,Public,-1.85833,33.5238,Lake Zone,Mwanza,Ukerewe,Ukerewe DC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public,Pending Operation - Under Construction,Not set,Not set,NYANNG'OMBE,1227,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
106776-8,Nyang'wale,Nanda,Nyang'hawale,Dispensary,Pending Operation - Under Construction,Public,-3.37697,32.11942,Lake Zone,Geita,Mbogwe,Mbogwe DC,Near Nyang'wale primary school,Nyang'wale,Not set,Not set,Not set,Not set,Dispensary,Public,Pending Operation - Under Construction,Not Registered,Near Nyang'wale primary school,43,1237,Nyang'wale,7773,Not set,Not set,DED - Mbogwe,Not set,Not set,Not set,mbogwedc@yahoo.com,Not set,Not set,Not set
112248-0,Nyanga,Nyanga,Not set,Dispensary,Operating,Public - LGA,-1.29186,31.7813,Lake Zone,Kagera,Bukoba,Bukoba MC,5,Nyanga,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,5,123,Not set,"Kyakailabwa, Ihyoro,Rubumba",5037,10 06 2018,2018,284,Not set,759955311,Not set,Not set,Antidius A. Rugaimukamu,Jovieth Kabengula,Not set
106762-8,Nyangalamila,Irenza,Nyangalamila,Dispensary,Operating,Public - LGA,-2.41225,32.3661,Lake Zone,Mwanza,Sengerema,Buchosa DC,Not set,zahanati,Not set,Not set,Not set,520865,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,2,"Nyangalamila,Irenza, Majengo",Not set,01 07 2002,2002,box 44 Buchosa,Not set,755405117,Not set,Not set,DAVID LUNYILIJA,Registered Nurse,Not set
106763-6,Nyangalamila,Kakora,Nyangalamila,Dispensary,Operating,Public - LGA,-3.15015,32.74138,Lake Zone,Geita,Nyang'hwale,Nyang'hwale DC,Not set,Nyangalamila,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,Not set,NYANGALAMILA,2992,11 10 1976,1976,Ded Nyang'hwale,352,Not set,Not set,Not set,Maria Joseph Mageta,Nurse Midwife,Not set
106764-4,Nyangamara,Nyangamara,Nyangamara'B',Health Center,Operating,Public - LGA,-10.37906,39.59784,Southern Zone,Lindi,Lindi,Lindi DC,Not set,Nyangamara,Not set,Not set,Not set,Not set,Health Center,Public - LGA,Operating,Not set,Not set,Not set,361,Not set,Not set,18 07 1992,1992,"P. O. Box 328, Lindi",Not set,Not set,Not set,Not set,Zakaria Magoma,Clinical Officer,Not set
106765-1,Nyanganga,Kazuramimba,Nyanganga,Dispensary,Operating,Public - LGA,-4.939118,30.022442,Western Zone,Kigoma,Uvinza,Uvinza DC,Not set,Nyanganga Dispensary,Not set,Not set,163048,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Nyanganga Dispensary,1053,Nyanganga,Not set,14 05 1980,1980,UVINZA,12,Not set,Not set,Not set,Cecilia Faustine,Clinical Officer,Not set
107643-9,Nyangao,Nyangao,Nyangao'B',Hospital - Council Designated Hospital,Operating,Private - Faith based organization (FBO) - Catholic,-10.33113,39.29659,Southern Zone,Lindi,Lindi,Lindi DC,Not set,St. Walburg's DDH,82001,Not set,Not set,Not set,Hospital - Council Designated Hospital,Private - Faith based organization (FBO) - Catholic,Operating,Registered,Not set,Not set,173,Lindi District Council,952124,01 07 1959,1959,"P. O. Box 1002, Lindi",Not set,Not set,Not set,Not set,Dr. Francis Msagati,Medical Officer,Not set
106766-9,Nyange,Mabamba,Nyange,Dispensary,Operating,Public - LGA,-3.59717,30.53944,Western Zone,Kigoma,Kibondo,Kibondo DC,Not set,Nyange Dispensary,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,4110,Nyange,2996,27 06 2003,2003,Box 43 Kibondo,Not set,2.55283E+11,Not set,Not set,Shukuru Hamis,clinical assistant,Not set
106767-7,Nyangere,Nyamang'uta,Nyangere,Dispensary,Operating,Public - LGA,-1.96326,34.0114,Lake Zone,Mara,Bunda,Bunda DC,KARIBU NA OFISI YA KIJIJI,NYANGERE,Not set,Not set,204031,Not set,Dispensary,Public - LGA,Operating,Registered,KARIBU NA OFISI YA KIJIJI,57,1293,Not set,Not set,Not set,Not set,246,Not set,2552826536,2552628,dmobunda2014@gmail.com,ELIZABETH SALIGE,ENROL NURSE,Not set
109673-4,Nyangokolwa,Nyangokolwa,Nyangokolwa,Dispensary,Operating,Public - LGA,-2.74632,34.06121,Western Zone,Simiyu,Bariadi,Bariadi TC,Beside Nyangokolwa centre,Not set,109673-4,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Beside Nyangokolwa centre,Nyangokolwa disp.,1260,"Nyangokolwa,Mbalanga,Zina,Bipyayi, Missi",Not set,04 11 2013,2013,Box 526 BRD,Not set,Not set,Not set,Not set,NURIATH K.MTUMBI,Registered Nurse,Not set
106774-3,Nyangoto,Matongo,Nyangoto,Health Center,Operating,Public - LGA,-1.47,34.5235,Lake Zone,Mara,Tarime,Tarime DC,MGODIND /STENDI,NyaNGOTO,15018,Not set,33661,Not set,Health Center,Public - LGA,Operating,Registered,MGODIND /STENDI,Not set,Not set,3,Not set,02 04 2006,2006,BOX 16 TARIME,Not set,Not set,Not set,Not set,METHODIUS KAGUMILWA,AMO,Not set
113363-6,Nyanguge,Nyanguge,Nyanguge,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,-2.53867,33.20163,Lake Zone,Mwanza,Magu,Magu DC,Not set,Nyanguge Medical,PHL-C/MWZ/AUT/063,Not set,Not set,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Private - For Profit,Operating,Registered,Not set,Not set,1163,Bugumangala,3140,19 10 2017,2017,Box 30 Magu,Not set,753827717,Not set,Not set,Puderica M. Bagenyi,Laboratory Assistant,Not set
106775-0,Nyanguge,Nyanguge,Muda,Health Center,Operating,Public - LGA,-2.53789,33.17568,Lake Zone,Mwanza,Magu,Magu DC,Musoma road,Nyanguge,Not set,Not set,1902059,Not set,Health Center,Public - LGA,Operating,Registered,Musoma road,Nyanguge,1186,"Nyanguge, Muda, Matela, Bugando",Not set,02 02 1980,1980,"Box 30, Magu",Not set,282 530 062,282 530 199,Not set,Dr. Salome Kamfune,Assistant Medical Officer,Not set
111359-6,Nyanguge Prinmat,Nyanguge,Nyanguge,Maternity Home,Operating,Private - For Profit,-2.54265,33.20185,Lake Zone,Mwanza,Magu,Magu DC,Not set,Nyanguge Prinmat,Not set,Not set,Not set,Not set,Maternity Home,Private - For Profit,Operating,Registration Pending Certification,Not set,Not set,Not set,"Nyanguge, matela, muda Bugando Kigangama and Kisesa B",Not set,15 09 2015,2015,Not set,Not set,Not set,Not set,Not set,Mecktrida Ferdinand,Nurse midwife,Not set
112086-4,Nyanguku,Nyanguku,Nyanguku,Dispensary,Operating,Public - LGA,-2.99563,32.35562,Lake Zone,Geita,Geita,Geita TC,Not set,Nyanguku Dispensary,Not set,Not set,Not set,MZ521310,Dispensary,Public - LGA,Operating,Registration Pending Certification,Not set,Not set,1312,NYANGUKU,11701,31 01 2018,2018,BOX 384,Not set,Not set,Not set,Not set,DOY SILANDA,CLINICAL OFFICCER,Not set
106777-6,Nyanhong'he,Fukalo,Nyanghonge,Dispensary,Operating,Public - LGA,-3.18874,33.1713,Lake Zone,Mwanza,Kwimba,Kwimba DC,Not set,Nyanhong'he,Not set,Not set,190433,MZ520870,Dispensary,Public - LGA,Operating,Not set,Not set,NYAHONGE,1197,2,Not set,Not set,2000,BOX 64 NGUDU,Not set,Not set,Not set,Not set,BERNADETA HENRY,EN,Not set
106779-2,Nyanhwiga,Ng'homolwa,Ng'homolwa,Dispensary,Operating,Public - LGA,-3.641532,32.386858,Lake Zone,Geita,Mbogwe,Mbogwe DC,Not set,Nyang'wiga,Not set,25-03-0107,025-03-037,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,1217,"mega,nyaminje,Buganzo and Bukwangu",Not set,01 07 2013,2013,Not set,Not set,Not set,Not set,Not set,Roma M.Benjamin,Cllinical officer,Not set
106780-0,Nyanjati,Mahege,Not set,Dispensary,Operating,Public - LGA,-7.68569,39.2079,Eastern Zone,Pwani,Rufiji,Kibiti DC,Along the way to nyamisati road,Nyanjati,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Along the way to nyamisati road,Not set,56,nyanjati,Not set,Not set,Not set,p.o box 33 Kibiti,Not set,Not set,Not set,Not set,Rehema Molel,Clinical Officer,Not set
106781-8,Nyankanga,Nyankanga,Nyankanga,Dispensary,Operating,Public - LGA,-1.58656,33.9024,Lake Zone,Mara,Butiama,Butiama DC,Not set,Nyankanga,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Nyankanga disp,1217,8,Not set,25 02 1952,1952,1207,Not set,Not set,Not set,Not set,Tereza Enock,CLINICAL ASSISTANT,Not set
110026-2,Nyankende,Nyankende,Nyankende,Dispensary,Operating,Public - LGA,-3.94447,32.07816,Western Zone,Shinyanga,Kahama,Ushetu DC,Not set,Nyankende,Not set,17-04-0158,Not set,MZ 521 274,Dispensary,Public - LGA,Operating,Registration Pending Certification,Not set,Not set,1222,"Nyankende, Imalabupina, Bunanda, Masumbwe, Nyambeshi, Kagera, Mwadui",4531,24 04 2015,2015,Ushetu,5,0 768 627 041,Not set,Not set,Stephano John,Clinical Officer,Not set
106782-6,Nyankere,Mabale,Nyankele,Dispensary,Operating,Public - LGA,-1.39394,31.37168,Lake Zone,Kagera,Missenyi,Missenyi DC,Nyankere P/S,Nyankere Dispensary,106782-6,18-08-0128,Not set,MZ520874,Dispensary,Public - LGA,Operating,Registered,Nyankere P/S,Not set,1228,"Nyankere,Kibeo, Mabare",7356,01 10 1979,1979,BOX 38 KYAKA,Not set,Not set,Not set,Not set,Henry Faustin Bituro,Clinical Officer,Not set
106783-4,Nyankomogo,Rigicha,Nyankomogo,Dispensary,Operating,Public - LGA,-1.893237,34.317925,Lake Zone,Mara,Serengeti,Serengeti DC,Within Nyankomogo Village,Nyankomogo Dispensary,Not set,20-02-0118,202031,Not set,Dispensary,Public - LGA,Operating,Registered,Within Nyankomogo Village,Nyankomogo Disp,1345,1 (Nyankomogo),Not set,14 11 1998,1998,"P.O.Box 176,Mugumu",Not set,Not set,Not set,Not set,Jane Nyarobi,Enrolled Nurse,Not set
106784-2,Nyankoronko,Buhigwe,Nyankoronko,Dispensary,Operating,Public - LGA,-4.48819,29.88961,Western Zone,Kigoma,Buhigwe,Buhigwe DC,Near by Nyakibingo market,Zahanati ya Nyankoronko,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Near by Nyakibingo market,Nyankoronko Dispensary,1307,Nyankoronko,Not set,06 09 2005,2005,Box 54,Not set,Not set,Not set,Not set,Veronica Katambi,Clinical Officer,Not set
106785-9,Nyankumbu,Kalangalala,Not set,Health Center,Operating,Public - LGA,-2.90619,32.23238,Lake Zone,Geita,Geita,Geita TC,Not set,Nyankumbu,Not set,Not set,Not set,Not set,Health Center,Public - LGA,Operating,Registered,Not set,106,1262,Nyankumbu,24812,Not set,Not set,Box384 Geita,Not set,Not set,Not set,Not set,Ester Mrosso,Clinical Officer,Not set
106786-7,Nyansha,Nyansha,Nyansha,Dispensary,Closed,Private - For Profit,-4.5,30.131186,Western Zone,Kigoma,Kasulu,Kasulu TC,Not set,Zahanati,Not set,Not set,Not set,Not set,Dispensary,Private - For Profit,Closed,Registered,Not set,Nyansha Dispensary,1259,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
106787-5,Nyanshimba,Iponya,Nyashimba,Dispensary,Pending Operation - Under Construction,Public - LGA,-3.75358,32.08206,Lake Zone,Geita,Mbogwe,Mbogwe DC,-3.7535832.08206,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Pending Operation - Under Construction,Not Registered,-3.7535832.08206,47,1165,"Nyanhimba,Nsango",13289,Not set,Not set,DED - Mbogwe,Not set,Not set,Not set,mbogwedc@yahoo.com,Not set,Not set,Not set
106788-3,Nyansurura,Nyansurura,Nyansurura,Dispensary,Operating,Public - LGA,-1.61846,34.601796,Lake Zone,Mara,Serengeti,Serengeti DC,Near by Nyansurura Primary School,Nyansurura Dispensary,Not set,20-02-0115,202021,Not set,Dispensary,Public - LGA,Operating,Registered,Near by Nyansurura Primary School,Nyansurura Disp,1294,"3 Village (Nyansurura,Marasomoche & Getarungu)",Not set,25 07 1977,1977,"P.O.Box 176,Mugumu",Not set,Not set,Not set,Not set,Samson Kegocha,Registred Nurse,Not set
106789-1,Nyantakara,Nyantakara,Nyantakara,Dispensary,Operating,Public - LGA,-3.19253,31.36317,Lake Zone,Kagera,Biharamulo,Biharamulo DC,Main Road,Nyantakara,Not set,Not set,Not set,M30166,Dispensary,Public - LGA,Operating,Registered,Main Road,39,1241,3,Not set,Not set,2004,Box 22 Biharamulo,Not set,Not set,Not set,Not set,Stephen Mugisha,Clinical officer,Not set
112353-8,Nyantakubwa,Kasungamile,Nyantakubwa,Dispensary,Operating,Public - LGA,-2.69466,32.74107,Lake Zone,Mwanza,Sengerema,Sengerema DC,Not set,Not set,Not set,Not set,Not set,MZ521342,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,Not set,Nyantakubwa,6548,02 07 2018,2018,P.O.BOX 175 SENGEREMA,Not set,282590162,282590249,ded@sengeremadc.go.tz,MASATU.E MTANI,EN,Not set
106790-9,Nyantimba,Nyarutembo,Nyantimba,Dispensary,Operating,Public - LGA,-3.00672,31.52418,Lake Zone,Geita,Chato,Chato DC,nyantimba village,Nyantimba,106790,18-07-0122,25/05/022,MZ520131,Dispensary,Public - LGA,Operating,Registered,nyantimba village,Nyantimba,1247,"nyantimba.kanyindo,kakeneno",17470,15 06 2010,2010,Box 50 Chato,50,Not set,Not set,Not set,fitina joas,assistant clinical officer,Not set
